A Black Panther,"['Race: Puma', 'Class: Warrior', 'Level: 39', 'Zone: Jaggedpine Forest', 'Location: 100% @ (1113, -934), 100% @ (1267, -1227), 100% @ (1169, 567)', 'AC: 272', 'HP: 1911 (1)', 'Damage per hit: 16  - 78', 'Attacks per round: 2 (91%)', 'Special: None']",https://wiki.project1999.com/A_Black_Panther
A black reaver,"['Race: Golem', 'Class: Warrior', 'Level: 51', 'Zone: City of Mist', 'Location: 20% @ Various', 'AC: 350', 'HP: 13k (37)', 'Damage per hit: 75  - 195', 'Attacks per round: 2 (84%)', 'Special: Summon, Immune to Flee,Uncharmable,Unfearable, Unsnareable,Unmezzable,Unstunable, Unslowable']",https://wiki.project1999.com/A_black_reaver
A Black Wolf,"['Race: Wolf', 'Class: Warrior', 'Level: 1', 'Zone: Various', 'Location: Various', 'AC:\xa0?', 'HP:\xa0? (0)', 'Damage per hit: 1  - 10', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Black_Wolf
A blacksmith of Ry`Gorr,"['Race: Orc', 'Class: Warrior', 'Level: 38', 'Zone: Eastern Wastes', 'Location: 33% @ (-3831, 206)', 'AC: 266', 'HP: 1824 (1)', 'Damage per hit: 15  - 80', 'Attacks per round: 2 (92%)', 'Special: None']",https://wiki.project1999.com/A_blacksmith_of_Ry%60Gorr
A blade storm,"['Race: Dervish', 'Class: Warrior', 'Level: 59-61', 'Zone: Plane of Sky', 'Location:\xa0?', 'AC: 246', 'HP: 20800 (12)', 'Damage per hit: 117 - 326', 'Attacks per round: 2 (20)', 'Special:\xa0?']",https://wiki.project1999.com/A_blade_storm
A blizzard dervish,"['Race: Snow Dervish', 'Class: Monk', 'Level: 40', 'Zone: Eastern Wastes', 'Location: 20% @ (-1290, 2285), 20% @ (-2852, 1017)', 'AC: 279', 'HP: 2000 (1)', 'Damage per hit: 32  - 120', 'Attacks per round: 2 (91%)', 'Special: None']",https://wiki.project1999.com/A_blizzard_dervish
A Blizzard Hunter,"['Race: Giant Spider', 'Class: Warrior', 'Level: 49', ""Zone: Velketor's Labyrinth"", 'Location:\xa0?', 'AC: 421', 'HP: 10662 (28)', 'Damage per hit: 39  - 147', 'Attacks per round: (89%)', 'Special: None']",https://wiki.project1999.com/A_Blizzard_Hunter
A blizzard spider,"['Race: Giant Spider', 'Class: Warrior', 'Level: 45', ""Zone: Velketor's Labyrinth"", 'Location: Many', 'AC: 389', 'HP: 1950 (2)', 'Damage per hit: 36  - 139', 'Attacks per round: 2 (90%)', 'Special: None']",https://wiki.project1999.com/A_blizzard_spider
A Blood Familiar,"['Race: Drake', 'Class: Warrior', 'Level: 37', 'Zone: Tower of Frozen Shadow', 'Location: 50% @ (472, 35), 50% @ (472, -22)', 'AC: 324', 'HP: 1739 (1)', 'Damage per hit: 14  - 74', 'Attacks per round: 2 (92%)', 'Special: Ghoul Root']",https://wiki.project1999.com/A_Blood_Familiar
A Blood Wolf,"['Race: Wolf Elemental', 'Class: Warrior', 'Level: 38', 'Zone: Mistmoore Castle', 'Location: 50% @ (81, -153), 50% @ (96, -178), 50% @ (101, -158), 50% @ (80, -174)', 'AC: 266', 'HP: 1824 (1)', 'Damage per hit: 15  - 76', 'Attacks per round: 2 (92%)', 'Special: None']",https://wiki.project1999.com/A_Blood_Wolf
A Bloodforge Captain,"['Race: Dwarf', 'Class: Warrior', 'Level: 50', 'Zone: South Kaladim', 'Location:', 'AC: 209', 'HP: 8750 (6)', 'Damage per hit: 74 - 204', 'Attacks per round: 2 (31)', 'Special:\xa0?']",https://wiki.project1999.com/A_Bloodforge_Captain
A Bloodgill Goblin,"['Race: Bloodgills', 'Class: Warrior', 'Level: 35-39', 'Zone: Lake of Ill Omen', 'Location: See Discussion', 'AC: 272', 'HP: 1306 (1)', 'Damage per hit: 12  - 96', 'Attacks per round: 2 (91%)', 'Special: None']",https://wiki.project1999.com/A_Bloodgill_Goblin
A Bloodgill Marauder,"['Race: Bloodgills', 'Class: Warrior', 'Level: 40', 'Zone: Lake of Ill Omen', 'Location: (-378, -57)', 'AC: 279', 'HP: 3000 (1)', 'Damage per hit: 32  - 120', 'Attacks per round: 2 (91%)', 'Special: None']",https://wiki.project1999.com/A_Bloodgill_Marauder
A bloodthirsty ghoul,"['Race: Old Froglok Ghoul', 'Class: Warrior', 'Level: 40', 'Zone: Lower Guk', 'Location: (1072, -1073)', 'AC: 348', 'HP: 5300 (1)', 'Damage per hit: 32  - 120', 'Attacks per round: 2 (91%)', 'Special: Immune to Flee, See Invis']",https://wiki.project1999.com/A_bloodthirsty_ghoul
A bloodthorned spectre,"['Race: Man Eating Plant', 'Class: Druid', 'Level: 57', 'Zone: Plane of Growth', 'Location: (-1568, -133)', 'AC: 419', 'HP: 23500 (8)', 'Damage per hit: 75 -189', 'Attacks per round: 3 (18)', 'Special: Enrages']",https://wiki.project1999.com/A_bloodthorned_spectre
A Boat,"['Race: Boat', 'Class: NPC Non-quest', 'Level: 50', 'Zone:', 'Location: Butcherblock Mountains, East Freeport, Ocean of Tears, Lake Rathetear, Qeynos Hills, Toxxulia Forest', 'AC:', 'HP: ()', 'Damage per hit:', 'Attacks per round: ()', 'Special:']",https://wiki.project1999.com/A_Boat
A bok ghoul knight,"['Race: Old Froglok Ghoul', 'Class: Warrior', 'Level: 44 - 49', 'Zone: Lower Guk', 'Location: Various', 'AC:\xa0?', 'HP:\xa0? (?)', 'Damage per hit: 28 - 116', 'Attacks per round:\xa0? (?)', 'Special: See Invis']",https://wiki.project1999.com/A_bok_ghoul_knight
A Bone Golem,"['Race: Skeleton', 'Class: Shaman', 'Level: 55', 'Zone: Lake Rathetear', 'Location: close to Kazen', 'AC: 376', 'HP: 20750 (10)', 'Damage per hit: 80 - 200', 'Attacks per round: 2 (80%)', 'Special: Immune to Flee, Immune to Magic, See Invis']",https://wiki.project1999.com/A_Bone_Golem
A bonebinder,"['Race: Giant Spider', 'Class: Warrior', 'Level: 12 - 14', 'Zone: Field of Bone', 'Location: D', 'AC: 17', 'HP: 39 (0)', 'Damage per hit: 10 - 28', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_bonebinder
A Boogeyman,"['Race: Ghoul', 'Class: Warrior', 'Level: 49', 'Zone: Plane of Fear', 'Location: 14% @ (-176, -764), 14% @ (-972, 447)', 'AC: 337', 'HP: 14000 (10)', 'Damage per hit: 39  - 147', 'Attacks per round: 2 (89%)', 'Special: Immune to Flee, See Invis, Ghoul Root']",https://wiki.project1999.com/A_Boogeyman
A borer beetle,"['Race: Beetle', 'Class: Warrior', 'Level: 14-16', 'Zone: Northern Karana', 'Location: Various', 'AC: 123', 'HP: 416 (0)', 'Damage per hit: 1  - 32', 'Attacks per round: 1 (100%)', 'Special: Immune to Flee']",https://wiki.project1999.com/A_borer_beetle
A Bottomless Devourer,"['Race: Devourer', 'Class: Warrior', 'Level: 46-54', 'Zone: Howling Stones, Skyfire Mountains', 'Location: Common spawn in West, South, and East Wings.', 'AC: 318', 'HP: (4)', 'Damage per hit: 37  - 138', 'Attacks per round: 2 (90%)', 'Special: 51+ spawns summon']",https://wiki.project1999.com/A_Bottomless_Devourer
A Bottomless Feaster,"['Race: Devourer', 'Class: Warrior', 'Level: 42 - 45', 'Zone: Howling Stones', 'Location: Various', 'AC:', 'HP:\xa0? ()', 'Damage per hit: 19 - 120', 'Attacks per round: ()', 'Special:']",https://wiki.project1999.com/A_Bottomless_Feaster
A bottomless feaster (Howling Stones),"['Race: Devourer', 'Class: Warrior', 'Level: 44', 'Zone: Howling Stones', 'Location: 33% @ (296, 33), 33% @ (-72, 234)', 'AC: 189', 'HP: 6376 (4)', 'Damage per hit: 35  - 136', 'Attacks per round: 2 (90%)', 'Special: None']",https://wiki.project1999.com/A_bottomless_feaster_(Howling_Stones)
A bottomless feaster (Skyfire Mountains),"['Race: Devourer', 'Class: Warrior', 'Level: 45', 'Zone: Skyfire Mountains', 'Location: 100% @ (-837, -1892), 100% @ (-1280, -1238), 100% @ (-1428, 511), 100% @ (-2812, -1090)', 'AC: 193', 'HP: 7000 (2)', 'Damage per hit: 36  - 139', 'Attacks per round: 2 (90%)', 'Special: None']",https://wiki.project1999.com/A_bottomless_feaster_(Skyfire_Mountains)
A bottomless gnawer,"['Race: Devourer', 'Class: Warrior', 'Level: 42', 'Zone: Skyfire Mountains', 'Location: 100% @ (-3250, 656), 100% @ (-2900, 1614)', 'AC: 292', 'HP: 2184 (2)', 'Damage per hit: 34  - 126', 'Attacks per round: 2 (91%)', 'Special: None']",https://wiki.project1999.com/A_bottomless_gnawer
A briar snake,"['Race: Giant Snake', 'Class: Warrior', 'Level: 3', 'Zone: Toxxulia Forest', 'Location: 16% @ (-1612, -755), 16% @ (-2042, -515), 16% @ (-1378, 255), 16% @ (-950, 178), 16% @ (-450, 263)', 'AC: 13', 'HP: 39 (0)', 'Damage per hit: 1  - 10', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_briar_snake
A briarweb spider,"['Race: Giant Spider', 'Class: Warrior', 'Level: 33 - 36', 'Zone: Mines of Nurga', 'Location:\xa0?', 'AC: 233', 'HP: 1419 (1)', 'Damage per hit: 13  - 66', 'Attacks per round: 2 (93%)', 'Special: None']",https://wiki.project1999.com/A_briarweb_spider
A brigand,"['Race: Barbarian', 'Class: Warrior', 'Level: 14', 'Zone: Western Plains of KaranaNorthern Plains of Karana', 'Location: 33% @ (167, -6696)', 'AC: 110', 'HP: 336 (0)', 'Damage per hit: 1  - 28', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_brigand
A bristleweb spider,"['Race: Giant Spider', 'Class: Warrior', 'Level: 32-36', 'Zone: Mines of Nurga', 'Location:\xa0?', 'AC: 283', 'HP: 1344 (1)', 'Damage per hit: 13  - 64', 'Attacks per round: 2 (93%)', 'Special: None']",https://wiki.project1999.com/A_bristleweb_spider
A bristly succulent,"['Race: Succulent', 'Class: Warrior', 'Level: 12', 'Zone: The Overthere', 'Location: 100% @ (1535, -980), (-512, -2032), (-447, -1462)', 'AC: 97', 'HP: 264 (0)', 'Damage per hit: 1  - 24', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_bristly_succulent
A Broken Claw Bandit,"['Race: Barbarian', 'Class: Warrior', 'Level: 14', 'Zone: West Commonlands', 'Location: 50% @ (1129, 922), 50% @ (1040, 970), 50% @ (1014, 929), 50% @ (1110, 959), 50% @ (993, 991)', 'AC: 110', 'HP: 336 (0)', 'Damage per hit: 1  - 28', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Broken_Claw_Bandit
A Broken Construct,"['Race: Golem', 'Class: Warrior', 'Level: 57', 'Zone: The Hole', 'Location: 50% @ (739, 536), 50% @ (532, 817), 50% @ (365, 513), 50% @ (1057, 506)', 'AC: 486', 'HP: 15750 (11)', 'Damage per hit: 80  - 221', 'Attacks per round: 2 (83%)', 'Special: See Invis']",https://wiki.project1999.com/A_Broken_Construct
A Broken Gargoyle,"['Race: Nightmare Gargoyle', 'Class: Warrior', 'Level: 57', 'Zone: The Hole', 'Location: See Dicussion', 'AC: 486', 'HP: 15750 (11)', 'Damage per hit: 80  - 221', 'Attacks per round: 2 (83%)', 'Special: See Invis']",https://wiki.project1999.com/A_Broken_Gargoyle
A broken golem,"['Race: Golem', 'Class: Warrior', 'Level: 20', 'Zone: Plane of Fear', 'Location: 100% @ (-717, -111)', 'AC: 149', 'HP: 600 (0)', 'Damage per hit: 1  - 44', 'Attacks per round: 1 (93%)', 'Special: None']",https://wiki.project1999.com/A_broken_golem
A brontotherium,"['Race: Brontotherium', 'Class: Warrior', 'Level: 46 - 50', 'Zone: Western Wastes', 'Location: 42% @ (-3594, -3109), 42% @ (-4433, -3715), 42% @ (-3467, 1376), 42% @ (-3790, 779), 42% @ (-3046, 2298), 42% @ (-1879, 3630)', 'AC: 201', 'HP: 8035 (4)', 'Damage per hit: 68  - 163', 'Attacks per round: 2 (90%)', 'Special: None']",https://wiki.project1999.com/A_brontotherium
A Brown Bear,"['Race: Bear', 'Class: Warrior', 'Level: 3-8', 'Zone: Various', 'Location: Various', 'AC: 51', 'HP: 75 (0)', 'Damage per hit: 1  - 10', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Brown_Bear
A Brownie,"['Race: Brownie', 'Class: Need Info', 'Level: 15', 'Zone: Lesser Faydark', 'Location: Need Info', 'AC:\xa0???', 'HP:\xa0???? (?)', 'Damage per hit:\xa0??  -\xa0??', 'Attacks per round:\xa0? (??%)', 'Special: None']",https://wiki.project1999.com/A_Brownie
A Brownie Farmer,"['Race: Brownie', 'Class: Druid', 'Level: 15', 'Zone: Lesser Faydark', 'Location: 25% @ (1808, 3089)', 'AC: 116', 'HP: 375 (0)', 'Damage per hit: 1  - 30', 'Attacks per round: 1 (100%)', 'Special: See Invis']",https://wiki.project1999.com/A_Brownie_Farmer
A Brownie Guard,"['Race: Brownie', 'Class: Druid', 'Level: 45', 'Zone: Lesser Faydark', 'Location: 50% @ (1773, 3151), 50% @ (1792, 3153)', 'AC: 311', 'HP: ~4300 (1)', 'Damage per hit: 36  - 120', 'Attacks per round: 2 (90%)', 'Special: See Invis']",https://wiki.project1999.com/A_Brownie_Guard
A Brownie Merchant,"['Race: Brownie', 'Class: Shopkeeper', 'Level: 30', 'Zone: Lesser Faydark', 'Location: (1792, 3088), (1768, 3109), (1814, 3119)', 'AC: 214', 'HP: 1200 (6)', 'Damage per hit: 12  - 60', 'Attacks per round: 2 (93%)', 'Special: None']",https://wiki.project1999.com/A_Brownie_Merchant
A Brownie Outcast,"['Race: Brownie', 'Class: Druid', 'Level: 32', 'Zone: Lesser Faydark', 'Location: (1213, 2830), (1385, 2715)', 'Respawn Time: 6.5 minutes', 'AC: 227', 'HP: 525 (1)', 'Damage per hit: 1  - 45', 'Attacks per round: 2 (78%)', 'Special: None']",https://wiki.project1999.com/A_Brownie_Outcast
A Brownie Scout,"['Race: Brownie', 'Class: Druid', 'Level: 3', 'Zone: Greater Faydark', 'Location: 50% @ (-185, 1784), 50% @ (1271, 2198)', 'AC: 38', 'HP: 39 (0)', 'Damage per hit: 1  - 6', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Brownie_Scout
A buccaneer,"['Race: Barbarian', 'Class: Warrior', 'Level: 27', 'Zone: Ocean of Tears', 'Location: 45% @ (831, -5445)', 'AC: 194', 'HP: 999 (1)', 'Damage per hit: 1  - 54', 'Attacks per round: 2 (100%)', 'Special: None']",https://wiki.project1999.com/A_buccaneer
A bull alligator,"['Race: Alligator', 'Class: Warrior', 'Level: 9', 'Zone: Innothule Swamp', 'Location: 100% @ (1798, 528), 100% @ (582, 586), 100% @ (453, 776), 100% @ (1551, 1475), 100% @ (1708, 895), 100% @ (1644, 894), 100% @ (1349, 320), 100% @ (918, 1211), 100% @ (390, 756)', 'AC: 31', 'HP: 374 (0)', 'Damage per hit: 1  - 22', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_bull_alligator
A bull elephant,"['Race: Animal', 'Class: Warrior', 'Level: 20-22', 'Zone: Southern Karana', 'Location: Wander', 'AC: 142', 'HP: 551 (595 ± 657) (0)', 'Damage per hit: 1  - 38', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_bull_elephant
A bullnose snake,"['Race: Snake', 'Class: Warrior', 'Level: 7-9', 'Zone: Eastern Plains of Karana', 'Location:', 'AC:', 'HP: ()', 'Damage per hit:', 'Attacks per round: (100%)', 'Special: None']",https://wiki.project1999.com/A_bullnose_snake
A Bulthar,"['Race: Walrus Man', 'Class: Warrior', 'Level: 44-47', 'Zone: Cobalt Scar', 'Location: Various', 'AC: 324', 'HP: ~11,000  [p1999] (5)', 'Damage per hit: 38  - 141', 'Attacks per round: 2 (90%)', 'Special: None']",https://wiki.project1999.com/A_Bulthar
A Bulthar Herdleader,"['Race: Walrus Man', 'Class: Warrior', 'Level: 52', 'Zone: Cobalt Scar', 'Location: 11% @ (-729, 758)', 'AC: 392', 'HP: 20750 (15)', 'Damage per hit: 50  - 168', 'Attacks per round: 2 (84%)', 'Special: Unsnareable, Unrootable, Summons, Sees Invis']",https://wiki.project1999.com/A_Bulthar_Herdleader
A Burly Gnoll,"['Race: Gnoll', 'Class: Warrior', 'Level: 9', 'Zone: Blackburrow', 'Location: 9% @ (144, 356), 9% @ (53, 380), 9% @ (166, 219)', 'AC: 77', 'HP: 171 (0)', 'Damage per hit: 1  - 20\nDamage per kick\xa0: 10 - 10', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Burly_Gnoll
A Burly Kobold,"['Race: Kobold', 'Class: Warrior', 'Level: 4', 'Zone: Stonebrunt Mountains', 'Location: 100% @ (472, 1807), 100% @ (-1251, 1152), 100% @ (-1330, 1389)', 'AC: 45', 'HP: 56 (0)', 'Damage per hit: 4  - 9', 'Attacks per round: 1 (100%)', 'Special: None']",https://wiki.project1999.com/A_Burly_Kobold
